SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,LEA_TYPE,LEA_TYPE_TEXT,OUT_OF_STATE_FLAG,CHARTER_LEA,CHARTER_LEA_TEXT,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,OPERATIONAL_SCHOOLS
2023-2024,01,ALABAMA,AL,Coffee County,01,,AL-016,0100810,400 Reddoch Hill Rd,,,Elba,AL,36323,1661,400 Reddoch Hill Rd,,,Elba,AL,36323,1661,(334)897-5016,http://www.coffeecountyschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,01,ALABAMA,AL,Colbert County,01,,AL-017,0100840,PO Box 538,,,Tuscumbia,AL,35674,,425 Highway 72 West,,,Tuscumbia,AL,35674,2412,(256)386-8565,http://www.colbert.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,8
2023-2024,01,ALABAMA,AL,Conecuh County,01,,AL-018,0100870,1455 Ted Bates Road,,,Evergreen,AL,36401,2843,1455 Ted Bates Road,,,Evergreen,AL,36401,2843,(251)578-1752,http://www.conecuh.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,9
2023-2024,01,ALABAMA,AL,Coosa County,01,,AL-019,0100900,PO Box 37,,,Rockford,AL,35136,0037,73 Nixburg Road,,,Rockford,AL,35136,,(256)377-4913,http://coosaschools.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,2
2023-2024,01,ALABAMA,AL,Covington County,01,,AL-020,0100930,807 C C Baker Ave,,,Andalusia,AL,36421,2137,807 C C Baker Ave,,,Andalusia,AL,36421,2199,(334)222-7571,http://www.cov.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,8
2023-2024,01,ALABAMA,AL,Crenshaw County,01,,AL-021,0100960,183 Votec Dr,,,Luverne,AL,36049,1705,183 Votec Drive,,,Luverne,AL,36049,,(334)335-6519,http://www.crenshawcounty.schoolinsites.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,01,ALABAMA,AL,Cullman City,01,,AL-125,0100990,301 1st St NE,,,Cullman,AL,35055,3542,301 1st St N E,,,Cullman,AL,35055,3549,(256)775-5803,http://www.cullmancats.net,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,7
2023-2024,01,ALABAMA,AL,Cullman County,01,,AL-022,0101020,402 Arnold St NE,,,Cullman,AL,35055,1964,402 Arnold St NE,,,Cullman,AL,35055,1964,(256)734-2933,http://www.ccboe.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,27
2023-2024,01,ALABAMA,AL,Dale County,01,,AL-023,0101050,202 S Hwy 123 Suite E,,,Ozark,AL,36360,,202 S Hwy 123 Suite E,,,Ozark,AL,36360,,(334)774-2355,http://www.dalecountyboe.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,9
2023-2024,01,ALABAMA,AL,Daleville City,01,,AL-126,0101080,626 N Daleville Ave,,,Daleville,AL,36322,2006,626 N Daleville Ave,,,Daleville,AL,36322,2006,(334)598-2456,http://www.daleville.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,01,ALABAMA,AL,Dallas County,01,,AL-024,0101110,429 Lauderdale St,,,Selma,AL,36701,4581,429 Lauderdale St,,,Selma,AL,36701,4581,(334)875-3440,http://www.dallask12.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,12
2023-2024,01,ALABAMA,AL,DeKalb County,01,,AL-025,0101140,PO Box 1668,,,Rainsville,AL,35986,1668,306 Main St W,,,Rainsville,AL,35986,1668,(256)638-6921,http://www.dekalbk12.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,15
2023-2024,01,ALABAMA,AL,Decatur City,01,,AL-127,0101170,212 4th Ave SE,,,Decatur,AL,35601,,212 4th Ave SE,,,Decatur,AL,35601,,(256)552-3000,http://www.dcs.edu,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,20
2023-2024,01,ALABAMA,AL,Demopolis City,01,,AL-128,0101200,609 South Cedar Avenue,,,Demopolis,AL,36732,0609,609 South Cedar Avenue,,,Demopolis,AL,36732,0609,(334)289-1670,http://www.dcsedu.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,01,ALABAMA,AL,Dothan City,01,,AL-130,0101230,1665 Honeysuckle Road,,,DOTHAN,AL,36301,2506,1665 Honeysuckle Road,,,DOTHAN,AL,36301,2506,(334)793-1397,http://www.dothan.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,18
2023-2024,01,ALABAMA,AL,Elba City,01,,AL-131,0101260,131 Tiger Dr,,,Elba,AL,36323,4025,131 Tiger Dr,,,Elba,AL,36323,4019,(334)897-2801,,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,01,ALABAMA,AL,Elmore County,01,,AL-026,0101290,100 H H Robison Drive,,,Wetumpka,AL,36092,2722,100 H H Robison Drive,,,Wetumpka,AL,36092,2722,(334)567-1200,http://www.elmoreco.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,17
2023-2024,01,ALABAMA,AL,Enterprise City,01,,AL-132,0101320,220 Hutchinson St,,,Enterprise,AL,36330,1899,220 Hutchinson St,,,Enterprise,AL,36330,1899,(334)347-9531,http://www.enterpriseschools.net,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,10
2023-2024,01,ALABAMA,AL,Escambia County,01,,AL-027,0101350,PO Box 307,,,Brewton,AL,36427,0307,301 Belleville Ave,,,Brewton,AL,36426,,(251)867-6251,http://escambiak12.net,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,13
2023-2024,01,ALABAMA,AL,Etowah County,01,,AL-028,0101380,401 Broad Street,,,Gadsden,AL,35901,,401 Broad Street,,,Gadsden,AL,35901,,(256)549-7560,http://ecboe.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,24
2023-2024,01,ALABAMA,AL,Eufaula City,01,,AL-133,0101410,333 State Docks Rd,,,Eufaula,AL,36027,3317,333 State Docks Road,,,Eufaula,AL,36027,1450,(334)687-1100,http://www.eufaulacityschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,6
2023-2024,01,ALABAMA,AL,Fairfield City,01,,AL-137,0101440,6405 Avenue D,,,Fairfield,AL,35064,0110,6405 Ave D,,,Fairfield,AL,35064,0110,(205)783-6850,http://www.fairfield.cyberschool.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,6
2023-2024,01,ALABAMA,AL,Fayette County,01,,AL-029,0101470,PO Box 686,,,Fayette,AL,35555,0686,103 First Ave NW,,,Fayette,AL,35555,0686,(205)932-4611,http://www.fayette.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,6
2023-2024,01,ALABAMA,AL,Florence City,01,,AL-141,0101530,541 Riverview Drive,,,Florence,AL,35630,,102 S Court Street,,,Florence,AL,35630,6024,(256)768-3000,http://www.florencek12.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,9
2023-2024,01,ALABAMA,AL,Fort Payne City,01,,AL-143,0101560,205 45th St NE,,,Fort Payne,AL,35967,4011,205 45th St NE,,,Fort Payne,AL,35967,4011,(256)845-0915,http://www.fpcsk12.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,01,ALABAMA,AL,Franklin County,01,,AL-030,0101590,PO Box 610,,,Russellville,AL,35653,0610,500 Coffee Ave NE,,,Russellville,AL,35653,,(256)332-1360,http://www.franklin.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,10
2023-2024,01,ALABAMA,AL,Gadsden City,01,,AL-144,0101620,PO Box 184,,,Gadsden,AL,35902,0184,1026 Chestnut St,,,Gadsden,AL,35901,,(256)543-3512,http://www.gcs.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,15
2023-2024,01,ALABAMA,AL,Geneva City,01,,AL-146,0101640,511 Panther Dr,,,Geneva,AL,36340,1407,511 Panther Drive,,,Geneva,AL,36340,1407,(334)684-1090,http://www.genevacityschools.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,01,ALABAMA,AL,Geneva County,01,,AL-031,0101660,PO Box 250,,,Geneva,AL,36340,0250,606 S Academy St,,,Geneva,AL,36340,0250,(334)684-5690,http://www.genevacountyschools.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,10
2023-2024,01,ALABAMA,AL,Greene County,01,,AL-032,0101680,220 Main St,,,Eutaw,AL,35462,1002,220 Main St,,,Eutaw,AL,35462,1002,(205)372-4900,http://www.greene.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,01,ALABAMA,AL,Guntersville City,01,,AL-154,0101690,4200 Highway 79 South,,,Guntersville,AL,35976,,4200 Highway 79 South,,,Guntersville,AL,35976,,(256)582-3159,http://www.guntersvilleboe.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,01,ALABAMA,AL,Hale County,01,,AL-033,0101710,1115 Powers St,,,Greensboro,AL,36744,1219,1115 Powers St,,,Greensboro,AL,36744,1219,(334)624-8836,http://www.halek12.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,7
2023-2024,01,ALABAMA,AL,Haleyville City,01,,AL-155,0101720,2011 20th St,,,Haleyville,AL,35565,1959,2011 20th St,,,Haleyville,AL,35565,1959,(205)486-9231,http://www.haley-k12.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,01,ALABAMA,AL,Hartselle City,01,,AL-156,0101730,305 College St NE,,,Hartselle,AL,35640,2357,305 College St NE,,,Hartselle,AL,35640,2357,(256)773-5419,http://www.hartselletigers.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,6
2023-2024,01,ALABAMA,AL,Henry County,01,,AL-034,0101740,300 N Trawick St,,,Abbeville,AL,36310,,300 N Trawick Street,,,Abbeville,AL,36310,,(334)585-2206,http://www.henrycountyboe.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,6
2023-2024,01,ALABAMA,AL,Homewood City,01,,AL-157,0101760,450 Dale Avenue,,,Homewood,AL,35209,3401,450 Dale Avenue,,,Homewood,AL,35209,3401,(205)870-4203,http://www.homewood.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,01,ALABAMA,AL,Houston County,01,,AL-035,0101770,404 W Washington St,,,Dothan,AL,36301,2540,404 West Washington St,,,Dothan,AL,36302,2540,(334)792-8331,http://www.hcboe.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,16
2023-2024,01,ALABAMA,AL,Huntsville City,01,,AL-159,0101800,714 Bob Wallace Avenue,,,Huntsville,AL,35801,5219,714 Bob Wallace Avenue,,,Huntsville,AL,35801,5219,(256)428-6812,http://www.huntsvillecityschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,45
2023-2024,01,ALABAMA,AL,Jackson County,01,,AL-036,0101830,PO Box 549,,,Hollywood,AL,35752,,29727 Us Hwy 72 Suite A,,,Hollywood,AL,35752,,(256)259-9500,http://www.jackson.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,18
2023-2024,01,ALABAMA,AL,Jacksonville City,01,,AL-162,0101860,320 Branscomb Drive SW,,,Jacksonville,AL,36265,3101,320 Branscomb Drive SW,,,Jacksonville,AL,36265,3101,(256)782-5682,http://www.jcsboe.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,01,ALABAMA,AL,Jasper City,01,,AL-163,0101890,PO Box 500,,,Jasper,AL,35502,0500,110 W 17th St,,,Jasper,AL,35501,,(205)384-6880,http://www.jasper.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,01,ALABAMA,AL,Jefferson County,01,,AL-037,0101920,2100 18th Street S,,,Birmingham,AL,35209,1891,2100 18th Street S,,,Birmingham,AL,35209,1891,(205)379-2000,http://www.jefcoed.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,57
2023-2024,01,ALABAMA,AL,Lamar County,01,,AL-038,0101950,PO Box 1379,,,Vernon,AL,35592,1379,150 Butler Cir,,,Vernon,AL,35592,1379,(205)695-7615,http://www.lamarcountyk12.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,01,ALABAMA,AL,Lanett City,01,,AL-165,0101980,105 North Lanier Ave,,,Lanett,AL,36863,2013,105 North Lanier Ave,,,Lanett,AL,36863,2455,(334)644-5900,http://www.lanettcityschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,01,ALABAMA,AL,Lauderdale County,01,,AL-039,0102010,PO Box 278,,,Florence,AL,35631,0278,355 County Road 61,,,Florence,AL,35634,,(256)760-1300,http://www.lcschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,15
2023-2024,01,ALABAMA,AL,Lawrence County,01,,AL-040,0102040,14131 Market St,,,Moulton,AL,35650,1407,14131 Market St,,,Moulton,AL,35650,1407,(256)905-2400,http://www.lawrenceal.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,14
2023-2024,01,ALABAMA,AL,Lee County,01,,AL-041,0102070,2410 Society Hill Road,,,Opelika,AL,36804,,2410 Society Hill Road,,,Opelika,AL,36804,,(334)705-6000,http://www.lee.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,14
2023-2024,01,ALABAMA,AL,Limestone County,01,,AL-042,0102100,300 S Jefferson St,,,Athens,AL,35611,2549,300 S Jefferson St,,,Athens,AL,35611,2549,(256)232-5353,http://www.lcsk12.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,17
2023-2024,01,ALABAMA,AL,Linden City,01,,AL-168,0102130,PO Box 480609,,,Linden,AL,36748,0609,209 N Main St,,,Linden,AL,36748,0609,(334)295-8802,http://lindencity.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,01,ALABAMA,AL,Lowndes County,01,,AL-043,0102160,PO Box 755,,,Hayneville,AL,36040,0755,80 Commerce Street S,,,Hayneville,AL,36040,,(334)548-2131,http://www.lowndesboe.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,9
2023-2024,01,ALABAMA,AL,Macon County,01,,AL-044,0102190,303 Union Springs Road,,,Tuskegee,AL,36083,0090,303 Union Springs Road,,,Tuskegee,AL,36083,0090,(334)727-1600,http://www.maconk12.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,7
2023-2024,01,ALABAMA,AL,Madison County,01,,AL-045,0102220,1275F Jordan Rd Bldg B,,,Huntsville,AL,35811,,1275F Jordan Rd Bldg B,,,Huntsville,AL,35811,,(256)852-2557,http://www.mcssk12.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,30
2023-2024,01,ALABAMA,AL,Marengo County,01,,AL-046,0102250,101 North Shiloh,,,Linden,AL,36748,,101 North Shiloh,,,Linden,AL,36748,,(334)295-4123,http://marengo.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,01,ALABAMA,AL,Marion County,01,,AL-047,0102310,188 Winchester Dr,,,Hamilton,AL,35570,6626,188 Winchester Dr,,,Hamilton,AL,35570,6626,(205)921-3191,http://www.mcbe.net,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,10
2023-2024,01,ALABAMA,AL,Midfield City,01,,AL-171,0102350,417 Parkwood St,,,Midfield,AL,35228,2230,417 Parkwood St,,,Midfield,AL,35228,2230,(205)923-2262,http://www.midfield.k12.al.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
